timestamp,device_id,building,floor,room,sensor_type,event_type,value,status,battery_level
2026-04-13T03:47:42Z,D0307,Science,1,R103,air_quality,reading,824.9,OK,59
2026-04-11T02:50:00Z,D0310,Science,4,R417,air_quality,reading,1169.8,OK,81
2026-04-11T02:50:05Z,D0002,Library,2,R208,temperature,calibration,36.7,OK,47
2026-04-11T06:36:12Z,D0196,Engineering,2,R213,door,open,0,OK,39
2026-04-11T10:22:21Z,D0304,Science,4,R415,door,access,0,OK,37
2026-04-12T05:12:48Z,D0448,Arts,1,R106,temperature,reading,29.2,OK,55
2026-04-10T19:18:15Z,D0585,SportsCentre,2,R225,motion,reading,0,OK,57
2026-04-11T21:41:00Z,D0019,Library,2,R223,humidity,reading,67.3,OK,25
2026-04-11T06:36:42Z,D0602,SportsCentre,1,R102,energy,usage,4.15,WARNING,59
2026-04-11T14:09:04Z,D0002,Library,2,R208,temperature,calibration,34.9,OK,43
2026-04-10T19:18:27Z,D0290,Science,1,R106,door,open,1,OK,26
2026-04-13T00:04:50Z,D0493,Arts,3,R325,energy,usage,1.22,OK,62
2026-04-12T16:32:45Z,D0013,Library,1,R103,temperature,calibration,18.3,OK,74
2026-04-12T05:14:24Z,D0353,Business,2,R222,humidity,reading,45.6,OK,38
2026-04-12T01:28:23Z,D0501,Arts,2,R210,energy,usage,10.36,OK,58
2026-04-11T06:37:24Z,D0346,Business,2,R212,humidity,reading,43.1,OK,66
2026-04-11T21:42:30Z,D0077,Library,3,R314,door,access,0,OK,81
2026-04-13T11:25:20Z,D0324,Science,1,R107,air_quality,reading,1009.4,OK,61
2026-04-12T09:01:41Z,D0360,Business,1,R116,humidity,calibration,39.3,OK,52
2026-04-10T23:05:12Z,D0549,SportsCentre,2,R203,temperature,reading,24.2,OK,41
2026-04-13T07:40:01Z,D0633,SportsCentre,1,R110,air_quality,reading,804.2,WARNING,71
2026-04-10T23:05:20Z,D0089,Library,4,R407,door,open,0,OK,68
2026-04-12T12:48:54Z,D0323,Science,4,R421,air_quality,reading,455.8,OK,73
2026-04-12T01:30:02Z,D0005,Library,1,R101,temperature,calibration,36.1,OK,36
2026-04-10T23:05:32Z,D0611,SportsCentre,2,R220,energy,reading,11.93,OK,92
2026-04-13T11:28:00Z,D0231,Science,1,R130,temperature,reading,25.5,OK,7
2026-04-10T23:05:40Z,D0055,Library,3,R329,energy,reading,7.31,WARNING,65
2026-04-11T10:25:02Z,D0539,Arts,3,R305,air_quality,calibration,646.7,OK,27
2026-04-13T07:42:33Z,D0024,Library,2,R212,humidity,calibration,58.0,OK,75
2026-04-13T07:42:52Z,D0629,SportsCentre,1,R126,door,access,1,OK,55
2026-04-12T01:31:19Z,D0226,Science,2,R205,temperature,reading,25.9,OK,19
2026-04-11T06:39:00Z,D0432,Business,3,R329,air_quality,reading,537.8,OK,62
2026-04-13T07:43:49Z,D0240,Science,3,R321,humidity,reading,60.8,OK,86
2026-04-13T11:30:40Z,D0215,Engineering,2,R228,air_quality,reading,553.7,OK,86
2026-04-13T00:11:21Z,D0217,Science,4,R411,temperature,calibration,30.3,OK,49
2026-04-10T23:06:16Z,D0477,Arts,3,R324,motion,presence,1,OK,69
2026-04-11T02:52:55Z,D0029,Library,3,R327,humidity,calibration,36.8,OK,32
2026-04-12T16:39:00Z,D0420,Business,1,R105,air_quality,reading,771.9,OK,27
2026-04-13T00:12:29Z,D0499,Arts,1,R113,energy,usage,5.76,OK,78
2026-04-10T19:19:54Z,D0195,Engineering,1,R105,door,access,0,OK,44
2026-04-13T03:59:42Z,D0618,SportsCentre,1,R113,door,open,1,ERROR,79
2026-04-11T10:26:40Z,D0218,Science,4,R411,temperature,calibration,22.4,OK,69
2026-04-13T07:46:59Z,D0318,Science,3,R309,air_quality,reading,690.6,OK,70
2026-04-10T19:20:06Z,D0008,Library,4,R408,temperature,calibration,18.1,OK,80
2026-04-13T07:47:37Z,D0223,Science,1,R125,temperature,reading,26.1,OK,6
2026-04-11T18:00:36Z,D0264,Science,2,R204,motion,reading,1,OK,49
2026-04-11T18:00:45Z,D0003,Library,1,R122,temperature,reading,34.5,OK,87
2026-04-11T18:00:54Z,D0546,SportsCentre,2,R217,temperature,reading,26.6,OK,31
2026-04-13T11:35:40Z,D0329,Business,3,R301,temperature,reading,22.1,OK,91
2026-04-12T01:34:48Z,D0071,Library,3,R303,energy,reading,11.37,OK,83
2026-04-11T18:01:21Z,D0309,Science,1,R125,air_quality,reading,374.0,OK,52
2026-04-13T07:49:50Z,D0310,Science,4,R417,air_quality,reading,1012.2,OK,84
2026-04-13T07:50:09Z,D0490,Arts,3,R325,energy,reading,7.24,OK,21
2026-04-11T21:48:40Z,D0305,Science,1,R129,door,open,1,OK,82
2026-04-12T20:30:08Z,D0313,Science,3,R314,air_quality,reading,993.2,OK,71
2026-04-10T23:07:36Z,D0438,Arts,1,R105,temperature,reading,22.1,OK,47
2026-04-10T19:20:45Z,D0228,Science,4,R423,temperature,reading,18.9,OK,9
2026-04-11T21:49:20Z,D0225,Science,1,R120,temperature,reading,27.1,OK,19
2026-04-13T07:52:03Z,D0574,SportsCentre,1,R103,humidity,reading,40.6,OK,55
2026-04-12T01:36:38Z,D0191,Engineering,5,R516,door,close,1,OK,60
2026-04-12T05:23:48Z,D0306,Science,3,R320,door,access,0,OK,62
2026-04-12T12:58:00Z,D0323,Science,4,R421,air_quality,reading,823.4,WARNING,83
2026-04-12T09:11:13Z,D0309,Science,1,R125,air_quality,calibration,538.8,OK,41
2026-04-13T07:53:38Z,D0303,Science,3,R317,door,open,1,WARNING,88
2026-04-13T11:41:00Z,D0158,Engineering,2,R212,motion,reading,0,OK,78
2026-04-10T23:08:16Z,D0101,Library,2,R219,air_quality,reading,635.8,OK,22
2026-04-11T02:55:25Z,D0034,Library,4,R429,humidity,reading,68.2,OK,78
2026-04-10T19:21:18Z,D0473,Arts,3,R309,motion,reading,0,OK,74
2026-04-12T01:38:17Z,D0302,Science,3,R323,door,close,0,OK,76
2026-04-10T19:21:24Z,D0302,Science,3,R323,door,access,1,OK,70
2026-04-13T07:55:51Z,D0517,Arts,1,R116,door,close,1,OK,80
2026-04-11T21:51:40Z,D0214,Engineering,1,R121,air_quality,reading,893.8,OK,80
2026-04-10T19:21:33Z,D0409,Business,3,R324,door,open,0,OK,75
2026-04-12T16:48:00Z,D0302,Science,3,R323,door,close,0,OK,70
2026-04-11T21:52:10Z,D0273,Science,2,R221,energy,reading,9.52,OK,92
2026-04-12T13:01:16Z,D0001,Library,1,R101,temperature,calibration,19.5,OK,61
2026-04-10T19:21:45Z,D0166,Engineering,4,R418,energy,reading,8.49,WARNING,24
2026-04-13T11:45:20Z,D0634,SportsCentre,1,R128,air_quality,calibration,1014.7,OK,72
2026-04-11T18:05:33Z,D0486,Arts,1,R128,motion,reading,0,OK,36
2026-04-11T14:18:24Z,D0354,Business,2,R202,humidity,reading,51.1,OK,40
2026-04-13T11:46:20Z,D0312,Science,4,R403,air_quality,reading,801.8,OK,89
2026-04-13T11:46:40Z,D0282,Science,1,R118,energy,reading,4.42,OK,77
2026-04-11T06:44:06Z,D0589,SportsCentre,1,R121,motion,reading,0,OK,86
2026-04-10T19:22:06Z,D0583,SportsCentre,1,R110,motion,reading,1,OK,77
2026-04-12T09:15:59Z,D0312,Science,4,R403,air_quality,reading,625.4,OK,85
2026-04-11T18:06:36Z,D0475,Arts,1,R103,motion,reading,0,OK,28
2026-04-10T19:22:15Z,D0161,Engineering,3,R317,motion,reading,1,OK,59
2026-04-10T23:09:44Z,D0309,Science,1,R125,air_quality,calibration,547.9,OK,52
2026-04-12T01:41:57Z,D0310,Science,4,R417,air_quality,reading,704.9,OK,85
2026-04-13T00:26:56Z,D0302,Science,3,R323,door,access,0,OK,76
2026-04-12T20:39:44Z,D0002,Library,2,R208,temperature,reading,32.9,OK,34
2026-04-12T16:52:30Z,D0550,SportsCentre,2,R215,temperature,reading,18.9,OK,92
2026-04-11T02:57:35Z,D0134,Engineering,3,R307,humidity,calibration,44.5,OK,61
2026-04-11T06:45:12Z,D0551,SportsCentre,1,R115,temperature,reading,20.2,OK,50
2026-04-11T14:20:24Z,D0002,Library,2,R208,temperature,calibration,18.8,OK,47
2026-04-12T09:18:22Z,D0175,Engineering,2,R201,energy,usage,9.77,ERROR,35
2026-04-13T08:04:05Z,D0617,SportsCentre,2,R203,door,close,0,OK,95
2026-04-12T05:31:12Z,D0010,Library,2,R223,temperature,reading,38.0,OK,78
2026-04-11T10:33:19Z,D0188,Engineering,4,R429,door,open,0,OK,42
2026-04-13T00:29:46Z,D0232,Science,4,R413,temperature,reading,23.8,OK,18
2026-04-13T11:53:00Z,D0289,Science,2,R208,door,access,0,OK,49
2026-04-11T21:56:40Z,D0204,Engineering,4,R428,air_quality,calibration,612.0,OK,76
2026-04-13T04:18:18Z,D0288,Science,2,R209,energy,usage,9.08,OK,27
2026-04-12T20:43:12Z,D0020,Library,1,R122,humidity,reading,52.2,WARNING,52
2026-04-12T09:20:19Z,D0390,Business,1,R127,energy,usage,10.19,OK,69
2026-04-13T11:54:40Z,D0301,Science,4,R404,door,access,0,OK,79
2026-04-12T09:20:45Z,D0164,Engineering,2,R214,energy,reading,1.84,OK,74
2026-04-11T02:58:50Z,D0008,Library,4,R408,temperature,calibration,19.4,OK,82
2026-04-11T10:34:29Z,D0233,Science,1,R119,temperature,reading,21.4,WARNING,15
2026-04-12T16:57:00Z,D0073,Library,2,R218,door,open,0,OK,42
2026-04-10T19:23:27Z,D0501,Arts,2,R210,energy,usage,8.1,OK,61
2026-04-13T04:21:00Z,D0621,SportsCentre,2,R226,door,open,1,OK,33
2026-04-10T23:11:24Z,D0308,Science,1,R125,air_quality,calibration,737.1,OK,63
2026-04-11T21:58:40Z,D0299,Science,1,R102,door,access,0,OK,47
2026-04-11T06:47:18Z,D0010,Library,2,R223,temperature,reading,35.8,OK,81
2026-04-13T11:58:00Z,D0227,Science,1,R119,temperature,reading,25.2,OK,5
2026-04-11T10:35:25Z,D0324,Science,1,R107,air_quality,calibration,634.2,OK,62
2026-04-12T16:59:00Z,D0233,Science,1,R119,temperature,reading,18.8,OK,5
2026-04-11T18:11:33Z,D0104,Library,2,R222,air_quality,calibration,955.4,OK,60
2026-04-10T19:23:54Z,D0310,Science,4,R417,air_quality,reading,1004.9,WARNING,75
2026-04-11T10:35:53Z,D0191,Engineering,5,R516,door,access,1,OK,47
2026-04-11T14:24:00Z,D0345,Business,1,R115,humidity,reading,55.8,WARNING,93
2026-04-12T09:24:13Z,D0527,Arts,1,R111,air_quality,reading,1085.9,OK,51
2026-04-11T22:00:20Z,D0003,Library,1,R122,temperature,reading,20.6,OK,88
2026-04-11T06:48:18Z,D0160,Engineering,5,R511,motion,reading,0,OK,33
2026-04-12T09:24:52Z,D0315,Science,2,R211,air_quality,calibration,459.0,OK,81
2026-04-12T09:25:05Z,D0315,Science,2,R211,air_quality,calibration,992.5,OK,70
2026-04-12T17:01:30Z,D0601,SportsCentre,2,R226,energy,reading,2.32,OK,48
2026-04-12T20:49:52Z,D0310,Science,4,R417,air_quality,reading,999.1,OK,77
2026-04-13T04:26:24Z,D0017,Library,4,R403,temperature,reading,22.7,OK,87
2026-04-12T13:14:06Z,D0074,Library,4,R408,door,close,1,OK,82
2026-04-11T06:49:00Z,D0157,Engineering,1,R117,motion,reading,1,OK,91
2026-04-13T04:27:18Z,D0309,Science,1,R125,air_quality,reading,447.4,OK,44
2026-04-10T19:24:36Z,D0582,SportsCentre,2,R208,motion,presence,0,OK,89
2026-04-12T09:26:49Z,D0446,Arts,1,R101,temperature,calibration,24.6,OK,66
2026-04-11T10:37:38Z,D0004,Library,1,R119,temperature,reading,24.3,OK,80
2026-04-12T20:52:00Z,D0397,Business,3,R304,door,access,0,WARNING,28
2026-04-13T08:17:04Z,D0110,Engineering,5,R509,temperature,reading,28.6,OK,46
2026-04-12T01:51:07Z,D0449,Arts,1,R105,temperature,reading,18.2,OK,79
2026-04-13T12:06:00Z,D0094,Library,3,R307,air_quality,reading,1126.5,OK,24
2026-04-12T13:16:26Z,D0118,Engineering,1,R124,temperature,calibration,23.8,OK,92
2026-04-12T09:28:20Z,D0307,Science,1,R103,air_quality,reading,516.1,WARNING,48
2026-04-11T14:26:48Z,D0635,SportsCentre,2,R204,air_quality,reading,606.0,OK,74
2026-04-12T13:17:08Z,D0302,Science,3,R323,door,close,1,OK,68
2026-04-13T08:19:17Z,D0468,Arts,3,R328,humidity,reading,65.7,OK,52
2026-04-11T22:04:00Z,D0639,SportsCentre,2,R212,air_quality,reading,767.5,OK,92
2026-04-11T06:50:30Z,D0372,Business,2,R214,motion,reading,0,OK,48
2026-04-12T05:41:12Z,D0510,Arts,3,R322,door,open,0,OK,81
2026-04-11T18:16:03Z,D0302,Science,3,R323,door,open,1,OK,80
2026-04-10T19:25:24Z,D0013,Library,1,R103,temperature,reading,29.7,OK,66
2026-04-11T22:04:50Z,D0182,Engineering,4,R402,door,open,1,OK,50
2026-04-10T23:14:00Z,D0137,Engineering,2,R228,humidity,calibration,56.5,OK,41
2026-04-12T09:30:43Z,D0313,Science,3,R314,air_quality,reading,362.7,OK,62
2026-04-11T03:02:40Z,D0496,Arts,3,R322,energy,reading,5.29,OK,79
2026-04-10T19:25:39Z,D0622,SportsCentre,2,R208,door,open,1,OK,33
2026-04-10T23:14:16Z,D0612,SportsCentre,1,R121,energy,reading,11.77,OK,92
2026-04-11T18:17:15Z,D0254,Science,4,R418,motion,reading,1,OK,53
2026-04-10T23:14:24Z,D0152,Engineering,1,R104,motion,reading,0,OK,82
2026-04-12T20:57:52Z,D0370,Business,1,R102,motion,reading,0,OK,65
2026-04-11T22:06:20Z,D0228,Science,4,R423,temperature,reading,24.6,OK,13
2026-04-11T22:06:30Z,D0415,Business,1,R122,air_quality,calibration,670.1,OK,46
2026-04-13T08:24:40Z,D0080,Library,3,R326,door,access,0,OK,30
2026-04-13T00:47:37Z,D0537,Arts,1,R104,air_quality,reading,484.0,OK,47
2026-04-12T05:44:24Z,D0217,Science,4,R411,temperature,reading,27.5,OK,44
2026-04-12T13:22:02Z,D0367,Business,1,R124,motion,presence,1,OK,29
2026-04-13T08:25:56Z,D0637,SportsCentre,2,R229,air_quality,reading,509.3,OK,69
2026-04-11T03:03:45Z,D0004,Library,1,R119,temperature,reading,37.3,OK,82
2026-04-11T03:03:50Z,D0008,Library,4,R408,temperature,reading,36.3,OK,86
2026-04-13T08:26:53Z,D0083,Library,2,R209,door,close,0,OK,78
2026-04-12T09:34:24Z,D0468,Arts,3,R328,humidity,reading,73.0,OK,50
2026-04-13T00:49:53Z,D0575,SportsCentre,1,R117,humidity,reading,37.0,OK,99
2026-04-13T00:50:10Z,D0306,Science,3,R320,door,access,1,OK,56
2026-04-12T01:57:21Z,D0307,Science,1,R103,air_quality,reading,656.0,WARNING,50
2026-04-11T18:19:48Z,D0293,Science,3,R323,door,close,1,OK,66
2026-04-13T08:28:47Z,D0105,Library,2,R209,air_quality,calibration,413.5,ERROR,69
2026-04-11T06:53:24Z,D0552,SportsCentre,2,R220,temperature,reading,30.0,OK,85
2026-04-12T13:24:50Z,D0631,SportsCentre,2,R227,air_quality,calibration,583.5,OK,91
2026-04-11T18:20:24Z,D0459,Arts,1,R129,humidity,reading,31.6,OK,32
2026-04-11T06:53:42Z,D0458,Arts,2,R223,humidity,reading,68.3,OK,84
2026-04-11T03:04:50Z,D0223,Science,1,R125,temperature,reading,23.4,WARNING,8
2026-04-12T13:25:46Z,D0305,Science,1,R129,door,open,1,OK,74
2026-04-12T21:04:00Z,D0365,Business,3,R302,motion,reading,0,OK,29
2026-04-11T14:32:08Z,D0301,Science,4,R404,door,access,0,WARNING,85
2026-04-12T09:37:26Z,D0433,Arts,1,R113,temperature,reading,23.6,OK,53
2026-04-11T10:43:21Z,D0587,SportsCentre,2,R206,motion,reading,1,OK,48
2026-04-10T23:16:16Z,D0034,Library,4,R429,humidity,reading,39.8,OK,84
2026-04-11T03:05:25Z,D0307,Science,1,R103,air_quality,reading,482.7,OK,56
2026-04-12T21:05:36Z,D0315,Science,2,R211,air_quality,reading,1012.0,OK,70
2026-04-11T03:05:35Z,D0356,Business,1,R128,humidity,calibration,61.2,OK,74
2026-04-11T14:33:04Z,D0225,Science,1,R120,temperature,reading,24.3,WARNING,7
2026-04-11T18:22:21Z,D0090,Library,1,R106,door,close,1,OK,67
2026-04-11T18:22:30Z,D0027,Library,2,R206,humidity,reading,58.0,OK,80
2026-04-11T06:55:06Z,D0007,Library,1,R118,temperature,reading,35.4,OK,53
2026-04-11T22:12:00Z,D0316,Science,4,R410,air_quality,reading,1162.5,OK,74
2026-04-13T08:35:07Z,D0274,Science,1,R128,energy,reading,6.82,OK,31
2026-04-11T06:55:24Z,D0195,Engineering,1,R105,door,close,0,OK,43
2026-04-13T04:46:30Z,D0607,SportsCentre,2,R204,energy,usage,3.19,OK,59
2026-04-12T17:19:00Z,D0105,Library,2,R209,air_quality,error,,ERROR,75
2026-04-12T13:29:58Z,D0314,Science,3,R322,air_quality,reading,1057.5,OK,40
2026-04-13T00:58:06Z,D0153,Engineering,3,R324,motion,reading,0,OK,68
2026-04-10T23:17:16Z,D0002,Library,2,R208,temperature,reading,32.7,OK,37
2026-04-11T03:06:40Z,D0525,Arts,3,R321,air_quality,reading,766.4,OK,71
2026-04-10T19:28:03Z,D0308,Science,1,R125,air_quality,reading,812.5,OK,55
2026-04-13T04:48:36Z,D0311,Science,3,R306,air_quality,calibration,391.9,OK,75
2026-04-11T06:56:18Z,D0139,Engineering,1,R106,humidity,reading,35.8,OK,70
2026-04-11T22:14:00Z,D0512,Arts,1,R108,door,open,0,OK,76
2026-04-11T22:14:10Z,D0427,Business,2,R220,air_quality,calibration,618.2,OK,70
2026-04-11T03:07:10Z,D0225,Science,1,R120,temperature,calibration,24.0,WARNING,19
2026-04-12T17:21:45Z,D0596,SportsCentre,1,R114,energy,reading,5.98,OK,33
2026-04-12T02:04:08Z,D0313,Science,3,R314,air_quality,reading,1192.4,OK,60
2026-04-12T17:22:15Z,D0053,Library,1,R120,motion,presence,1,OK,62
2026-04-12T05:54:00Z,D0308,Science,1,R125,air_quality,reading,640.1,OK,55
2026-04-12T02:04:41Z,D0226,Science,2,R205,temperature,calibration,21.6,OK,16
2026-04-11T22:15:20Z,D0363,Business,3,R328,motion,presence,1,OK,93
2026-04-11T06:57:18Z,D0324,Science,1,R107,air_quality,reading,769.4,OK,53
2026-04-12T21:13:04Z,D0426,Business,2,R221,air_quality,reading,1156.0,OK,36
2026-04-12T13:34:10Z,D0352,Business,3,R316,humidity,reading,34.1,OK,67
2026-04-13T12:32:00Z,D0478,Arts,1,R118,motion,reading,0,OK,27
2026-04-12T17:24:15Z,D0155,Engineering,1,R113,motion,presence,1,OK,49
2026-04-12T13:34:52Z,D0530,Arts,1,R114,air_quality,reading,532.4,OK,68
2026-04-13T08:43:21Z,D0334,Business,3,R323,temperature,calibration,29.5,OK,61
2026-04-10T19:29:00Z,D0065,Library,4,R404,energy,reading,6.16,OK,52
2026-04-13T12:33:40Z,D0010,Library,2,R223,temperature,reading,37.0,OK,73
2026-04-11T18:27:18Z,D0188,Engineering,4,R429,door,access,1,OK,42
2026-04-10T19:29:09Z,D0012,Library,2,R225,temperature,reading,28.0,OK,65
2026-04-11T14:37:52Z,D0404,Business,3,R317,door,open,1,OK,58
2026-04-12T17:26:15Z,D0547,SportsCentre,2,R215,temperature,reading,18.8,OK,75
2026-04-10T19:29:18Z,D0264,Science,2,R204,motion,presence,1,OK,52
2026-04-11T10:48:29Z,D0265,Science,3,R304,motion,presence,1,WARNING,91
2026-04-11T06:58:48Z,D0479,Arts,3,R318,motion,presence,1,OK,71
2026-04-11T10:48:43Z,D0234,Science,1,R123,temperature,reading,21.0,OK,12
2026-04-11T14:38:40Z,D0304,Science,4,R415,door,open,0,ERROR,27
2026-04-11T22:18:30Z,D0315,Science,2,R211,air_quality,reading,1144.1,OK,75
2026-04-13T04:57:36Z,D0629,SportsCentre,1,R126,door,access,0,OK,54
2026-04-11T18:28:57Z,D0173,Engineering,1,R127,energy,reading,2.09,OK,50
2026-04-13T08:48:06Z,D0327,Business,1,R101,temperature,reading,25.5,OK,57
2026-04-13T12:38:20Z,D0242,Science,3,R320,humidity,reading,47.6,OK,88
2026-04-12T05:59:12Z,D0462,Arts,3,R321,humidity,calibration,63.6,OK,96
2026-04-13T08:49:03Z,D0626,SportsCentre,2,R221,door,close,1,OK,53
2026-04-11T06:59:48Z,D0447,Arts,1,R119,temperature,calibration,27.4,OK,61
2026-04-12T05:59:48Z,D0053,Library,1,R120,motion,reading,0,OK,65
2026-04-11T14:40:00Z,D0298,Science,3,R327,door,close,1,OK,39
2026-04-12T13:40:14Z,D0403,Business,3,R329,door,access,0,OK,71
2026-04-11T22:20:20Z,D0205,Engineering,5,R524,air_quality,reading,428.6,OK,98
2026-04-12T21:20:48Z,D0235,Science,1,R126,humidity,reading,38.7,OK,13
2026-04-12T02:10:44Z,D0006,Library,2,R208,temperature,reading,36.5,OK,90
2026-04-13T01:11:25Z,D0277,Science,1,R109,energy,reading,7.45,OK,85
2026-04-11T10:50:42Z,D0464,Arts,3,R317,humidity,reading,52.4,ERROR,62
2026-04-12T06:01:24Z,D0076,Library,1,R122,door,access,1,OK,72
2026-04-12T17:32:00Z,D0301,Science,4,R404,door,close,0,WARNING,80
2026-04-13T05:02:42Z,D0235,Science,1,R126,humidity,reading,50.3,OK,8
2026-04-11T10:51:10Z,D0352,Business,3,R316,humidity,reading,71.0,OK,69
2026-04-12T06:02:12Z,D0400,Business,3,R305,door,access,0,OK,30
2026-04-13T08:53:48Z,D0114,Engineering,3,R320,temperature,reading,21.1,OK,84
2026-04-12T09:52:49Z,D0576,SportsCentre,1,R122,humidity,reading,59.3,WARNING,62
2026-04-12T13:43:16Z,D0116,Engineering,3,R330,temperature,calibration,21.1,OK,39
2026-04-13T12:45:00Z,D0254,Science,4,R418,motion,presence,1,OK,48
2026-04-13T12:45:20Z,D0583,SportsCentre,1,R110,motion,reading,0,OK,81
2026-04-13T01:14:49Z,D0104,Library,2,R222,air_quality,error,,ERROR,64
2026-04-12T09:53:54Z,D0305,Science,1,R129,door,close,0,OK,75
2026-04-11T07:01:54Z,D0309,Science,1,R125,air_quality,reading,543.2,OK,48
2026-04-13T08:56:20Z,D0303,Science,3,R317,door,close,1,OK,98
2026-04-11T03:11:45Z,D0229,Science,3,R306,temperature,reading,23.1,WARNING,19
2026-04-11T14:42:56Z,D0441,Arts,1,R111,temperature,reading,22.3,OK,44
2026-04-12T09:54:59Z,D0313,Science,3,R314,air_quality,reading,1015.0,WARNING,61
2026-04-12T17:36:00Z,D0171,Engineering,2,R222,energy,reading,6.54,OK,34
2026-04-12T02:14:35Z,D0010,Library,2,R223,temperature,calibration,32.8,OK,71
2026-04-11T22:24:20Z,D0311,Science,3,R306,air_quality,reading,559.9,OK,84
2026-04-12T02:14:57Z,D0227,Science,1,R119,temperature,calibration,25.3,WARNING,11
2026-04-12T02:15:08Z,D0315,Science,2,R211,air_quality,reading,1020.5,OK,69
2026-04-13T08:59:11Z,D0448,Arts,1,R106,temperature,reading,21.2,OK,55
2026-04-11T10:53:30Z,D0307,Science,1,R103,air_quality,calibration,546.2,OK,51
2026-04-13T12:50:20Z,D0260,Science,4,R418,motion,reading,1,OK,92
2026-04-13T12:50:40Z,D0417,Business,3,R308,air_quality,reading,1158.5,ERROR,25
2026-04-12T21:28:48Z,D0454,Arts,3,R302,humidity,reading,33.1,OK,87
2026-04-13T05:10:12Z,D0307,Science,1,R103,air_quality,calibration,637.3,OK,56
2026-04-11T10:54:05Z,D0429,Business,1,R115,air_quality,reading,574.5,OK,83
2026-04-11T18:35:24Z,D0007,Library,1,R118,temperature,reading,19.9,OK,45
2026-04-11T22:26:10Z,D0315,Science,2,R211,air_quality,reading,891.3,OK,73
2026-04-10T19:31:54Z,D0482,Arts,3,R302,motion,reading,1,OK,56
2026-04-12T21:30:24Z,D0101,Library,2,R219,air_quality,reading,543.9,OK,30
2026-04-11T03:13:20Z,D0612,SportsCentre,1,R121,energy,reading,2.43,OK,88
2026-04-12T17:40:15Z,D0270,Science,2,R210,motion,reading,0,OK,26
2026-04-13T05:12:36Z,D0131,Engineering,5,R518,humidity,reading,46.9,OK,41
2026-04-13T09:03:37Z,D0223,Science,1,R125,temperature,reading,23.7,OK,9
2026-04-11T10:55:08Z,D0309,Science,1,R125,air_quality,reading,758.8,WARNING,44
2026-04-11T07:04:30Z,D0531,Arts,3,R303,air_quality,reading,502.7,OK,80
2026-04-10T23:23:04Z,D0444,Arts,2,R226,temperature,reading,25.6,OK,49
2026-04-13T09:04:53Z,D0111,Engineering,3,R329,temperature,reading,21.4,OK,25
2026-04-12T17:42:00Z,D0036,Library,2,R224,humidity,reading,57.5,OK,85
2026-04-12T17:42:15Z,D0641,SportsCentre,2,R203,air_quality,reading,815.6,WARNING,72
2026-04-12T02:19:10Z,D0310,Science,4,R417,air_quality,reading,637.9,OK,82
2026-04-12T17:42:45Z,D0007,Library,1,R118,temperature,calibration,33.6,OK,43
2026-04-11T10:56:04Z,D0524,Arts,3,R314,air_quality,reading,446.2,OK,68
2026-04-13T12:57:40Z,D0308,Science,1,R125,air_quality,reading,852.4,OK,63
2026-04-13T12:58:00Z,D0301,Science,4,R404,door,open,0,ERROR,77
2026-04-10T19:32:45Z,D0266,Science,2,R207,motion,presence,0,OK,45
2026-04-11T03:14:40Z,D0573,SportsCentre,1,R108,humidity,reading,64.1,OK,39
2026-04-11T18:38:33Z,D0316,Science,4,R410,air_quality,calibration,696.9,OK,69
2026-04-10T19:32:54Z,D0257,Science,1,R110,motion,error,,ERROR,56
2026-04-11T22:29:50Z,D0308,Science,1,R125,air_quality,reading,409.6,OK,58
2026-04-12T13:54:00Z,D0598,SportsCentre,1,R113,energy,reading,5.15,OK,35
2026-04-12T21:36:16Z,D0052,Library,2,R218,motion,reading,1,OK,95
2026-04-12T13:54:28Z,D0041,Library,1,R105,motion,reading,0,OK,49
2026-04-10T23:24:12Z,D0038,Library,4,R412,motion,reading,1,OK,50
2026-04-11T14:48:32Z,D0211,Engineering,2,R220,air_quality,reading,781.6,OK,92
2026-04-11T22:30:50Z,D0233,Science,1,R119,temperature,calibration,19.5,WARNING,18
2026-04-12T21:37:36Z,D0141,Engineering,3,R306,humidity,reading,59.7,OK,41
2026-04-12T10:04:31Z,D0311,Science,3,R306,air_quality,reading,594.1,OK,76
2026-04-11T10:57:56Z,D0009,Library,3,R326,temperature,reading,37.4,OK,27
2026-04-11T07:06:54Z,D0160,Engineering,5,R511,motion,reading,0,OK,37
2026-04-11T14:49:20Z,D0310,Science,4,R417,air_quality,reading,610.6,OK,77
2026-04-13T09:12:29Z,D0406,Business,2,R224,door,open,1,OK,67
2026-04-13T13:04:00Z,D0088,Library,2,R214,door,open,0,OK,84
2026-04-10T23:24:52Z,D0479,Arts,3,R318,motion,presence,1,OK,62
2026-04-13T01:30:58Z,D0102,Library,1,R114,air_quality,calibration,1122.3,OK,96
2026-04-13T05:22:30Z,D0573,SportsCentre,1,R108,humidity,reading,34.5,OK,42
2026-04-12T21:40:16Z,D0525,Arts,3,R321,air_quality,reading,873.5,OK,77
2026-04-11T18:41:33Z,D0108,Library,1,R115,air_quality,calibration,605.8,OK,35
2026-04-12T10:06:54Z,D0315,Science,2,R211,air_quality,reading,461.5,OK,81
2026-04-12T10:07:07Z,D0211,Engineering,2,R220,air_quality,reading,809.3,OK,87
2026-04-11T07:08:00Z,D0223,Science,1,R125,temperature,reading,29.6,OK,6
2026-04-11T03:16:45Z,D0542,SportsCentre,2,R228,temperature,reading,21.0,OK,60
